"seqnames","start","end","width","strand","gene_id","gene_name","biotype"
"chr19",3630183,3700468,70286,"-","ENSG00000186111.11","PIP5K1C","protein_coding"
"chr19",3750814,3761692,10879,"-","ENSG00000011132.12","APBA3","protein_coding"
"chr19",3762682,3768575,5894,"+","ENSG00000183617.5","MRPL54","protein_coding"
"chr19",3777970,3802129,24160,"-","ENSG00000007264.15","MATK","protein_coding"
"chr19",3804024,3869038,65015,"-","ENSG00000105278.12","ZFR2","protein_coding"
"chr19",3958453,3971123,12671,"-","ENSG00000167657.14","DAPK3","protein_coding"
"chr19",4007736,4039386,31651,"+","ENSG00000105229.7","PIAS4","protein_coding"
"chr19",4061615,4062749,1135,"-","ENSG00000268670.1","ENSG00000268670","lncRNA"
"chr19",4174109,4182565,8457,"-","ENSG00000077463.15","SIRT6","protein_coding"
"chr19",4182689,4224814,42126,"+","ENSG00000089847.13","ANKRD24","protein_coding"
"chr19",4248015,4269088,21074,"+","ENSG00000105248.16","YJU2","protein_coding"
"chr19",4356637,4358448,1812,"-","ENSG00000269318.1","ENSG00000269318","lncRNA"
"chr19",4363879,4364640,762,"+","ENSG00000267980.1","ENSG00000267980","lncRNA"
"chr19",4360370,4400547,40178,"-","ENSG00000141985.9","SH3GL1","protein_coding"
"chr19",4402640,4444998,42359,"+","ENSG00000167670.16","CHAF1A","protein_coding"
"chr19",4447304,4448217,914,"+","ENSG00000267030.1","ENSG00000267030","lncRNA"
"chr19",4454794,4455220,427,"+","ENSG00000267769.1","ENSG00000267769","lncRNA"
"chr19",4445019,4457794,12776,"-","ENSG00000167671.12","UBXN6","protein_coding"
"chr19",4472297,4502191,29895,"+","ENSG00000167674.15","HDGFL2","protein_coding"
"chr19",4657545,4670362,12818,"-","ENSG00000074842.8","MYDGF","protein_coding"
"chr19",4679282,4685948,6667,"+","ENSG00000205790.1","DPP9-AS1","lncRNA"
"chr19",4815932,4831712,15781,"-","ENSG00000127666.11","TICAM1","protein_coding"
"chr19",4969113,5153598,184486,"+","ENSG00000127663.15","KDM4B","protein_coding"
"chr19",5158495,5340812,182318,"-","ENSG00000105426.18","PTPRS","protein_coding"
"chr19",5558167,5578349,20183,"-","ENSG00000223573.7","TINCR","protein_coding"
"chr19",5674947,5691833,16887,"+","ENSG00000130255.13","RPL36","protein_coding"
"chr19",5691876,5720572,28697,"-","ENSG00000196365.12","LONP1","protein_coding"
"chr19",5784832,5791225,6394,"-","ENSG00000141994.16","DUS3L","protein_coding"
"chr19",5828335,5829259,925,"+","ENSG00000289543.1","ENSG00000289543","lncRNA"
"chr19",5842888,5851471,8584,"-","ENSG00000171124.14","FUT3","protein_coding"
"chr19",5891276,5904006,12731,"-","ENSG00000174886.14","NDUFA11","protein_coding"
"chr19",5904872,5910853,5982,"+","ENSG00000187650.4","VMAC","protein_coding"
"chr19",5912339,5916138,3800,"+","ENSG00000105519.18","CAPS","protein_coding"
"chr19",5911578,5913689,2112,"-","ENSG00000267571.1","ENSG00000267571","lncRNA"
"chr19",5993164,6199572,206409,"-","ENSG00000087903.13","RFX2","protein_coding"
"chr19",6210381,6279975,69595,"-","ENSG00000130382.9","MLLT1","protein_coding"
"chr19",6361531,6370242,8712,"+","ENSG00000125656.11","CLPP","protein_coding"
"chr19",6375251,6379058,3808,"-","ENSG00000125650.5","PSPN","protein_coding"
"chr19",6379572,6393981,14410,"-","ENSG00000125651.14","GTF2F1","protein_coding"
"chr19",6413102,6424811,11710,"-","ENSG00000088247.19","KHSRP","protein_coding"
"chr19",6426037,6433779,7743,"-","ENSG00000181240.14","SLC25A41","protein_coding"
"chr19",6436079,6465203,29125,"-","ENSG00000125648.15","SLC25A23","protein_coding"
"chr19",6494319,6502848,8530,"-","ENSG00000104833.12","TUBB4A","protein_coding"
"chr19",6661253,6670588,9336,"-","ENSG00000125735.11","TNFSF14","protein_coding"
"chr19",6677704,6730562,52859,"-","ENSG00000125730.17","C3","protein_coding"
"chr19",6729914,6737580,7667,"-","ENSG00000125734.16","GPR108","protein_coding"
"chr19",6887566,6940459,52894,"+","ENSG00000174837.15","ADGRE1","protein_coding"
"chr19",7069703,7087968,18266,"+","ENSG00000130544.12","ZNF557","protein_coding"
"chr19",7348937,7472485,123549,"+","ENSG00000104880.19","ARHGEF18","protein_coding"
"chr19",7476875,7497449,20575,"-","ENSG00000104883.8","PEX11G","protein_coding"
"chr19",7534010,7561764,27755,"+","ENSG00000032444.17","PNPLA6","protein_coding"
"chr19",7595863,7618304,22442,"+","ENSG00000076826.10","CAMSAP3","protein_coding"
"chr19",7619525,7629545,10021,"-","ENSG00000076924.12","XAB2","protein_coding"
"chr19",7629793,7631956,2164,"+","ENSG00000229833.10","PET100","protein_coding"
"chr19",7632393,7633719,1327,"-","ENSG00000174788.10","PCP2","protein_coding"
"chr19",7633766,7636880,3115,"-","ENSG00000268204.1","ENSG00000268204","lncRNA"
"chr19",7636991,7647873,10883,"+","ENSG00000076944.17","STXBP2","protein_coding"
"chr19",7680833,7687703,6871,"+","ENSG00000181029.9","TRAPPC5","protein_coding"
"chr19",7688758,7702146,13389,"-","ENSG00000104921.15","FCER2","protein_coding"
"chr19",7728957,7733906,4950,"-","ENSG00000182566.15","CLEC4G","protein_coding"
"chr19",7830218,7864976,34759,"+","ENSG00000142459.9","EVI5L","protein_coding"
"chr19",7868719,7874390,5672,"-","ENSG00000183248.12","PRR36","protein_coding"
"chr19",7924491,7926135,1645,"-","ENSG00000178531.6","CTXN1","protein_coding"
"chr19",7926764,7943667,16904,"-","ENSG00000104980.8","TIMM44","protein_coding"
"chr19",8008729,8016025,7297,"+","ENSG00000267939.1","ENSG00000267939","lncRNA"
"chr19",8206736,8262421,55686,"+","ENSG00000090661.12","CERS4","protein_coding"
"chr19",8222153,8239648,17496,"-","ENSG00000271717.1","ENSG00000271717","lncRNA"
"chr19",8302127,8308358,6232,"-","ENSG00000167775.11","CD320","protein_coding"
"chr19",8308768,8321375,12608,"-","ENSG00000267855.6","NDUFA7","protein_coding"
"chr19",8321496,8323314,1819,"+","ENSG00000233927.5","RPS28","protein_coding"
"chr19",8323341,8343262,19922,"-","ENSG00000186994.12","KANK3","protein_coding"
"chr19",8374372,8390685,16314,"-","ENSG00000269386.6","RAB11B-AS1","lncRNA"
"chr19",8413270,8439017,25748,"+","ENSG00000099785.11","MARCHF2","protein_coding"
"chr19",8490056,8502640,12585,"-","ENSG00000133246.12","PRAM1","protein_coding"
"chr19",8509678,8514167,4490,"-","ENSG00000133250.14","ZNF414","protein_coding"
"chr19",8821501,8824081,2581,"+","ENSG00000269300.1","ENSG00000269300","lncRNA"
"chr19",8806170,8832314,26145,"-","ENSG00000167785.9","ZNF558","protein_coding"
"chr19",9140397,9163424,23028,"+","ENSG00000130803.15","ZNF317","protein_coding"
"chr19",9178979,9188818,9840,"+","ENSG00000188000.6","OR7D2","protein_coding"
"chr19",9291140,9309838,18699,"-","ENSG00000196110.8","ZNF699","protein_coding"
"chr19",9323772,9351162,27391,"+","ENSG00000188321.14","ZNF559","protein_coding"
"chr19",9412429,9435573,23145,"-","ENSG00000174652.20","ZNF266","protein_coding"
"chr19",9435590,9462529,26940,"+","ENSG00000287275.2","ENSG00000287275","lncRNA"
"chr19",9466355,9498616,32262,"-","ENSG00000198028.4","ZNF560","protein_coding"
"chr19",9523223,9538645,15423,"-","ENSG00000130818.12","ZNF426","protein_coding"
"chr19",9538689,9539734,1046,"+","ENSG00000278611.3","ZNF426-DT","lncRNA"
"chr19",9560329,9584504,24176,"-","ENSG00000197961.12","ZNF121","protein_coding"
"chr19",9604680,9621234,16555,"-","ENSG00000171469.11","ZNF561","protein_coding"
"chr19",9621249,9672914,51666,"+","ENSG00000267106.9","ZNF561-AS1","lncRNA"
"chr19",9641807,9675100,33294,"-","ENSG00000171466.10","ZNF562","protein_coding"
"chr19",9751993,9793180,41188,"-","ENSG00000196605.7","ZNF846","protein_coding"
"chr19",9827892,9830115,2224,"+","ENSG00000198258.11","UBL5","protein_coding"
"chr19",9959561,10010504,50944,"-","ENSG00000080573.7","COL5A3","protein_coding"
"chr19",10086317,10093243,6927,"+","ENSG00000130813.18","SHFL","protein_coding"
"chr19",10089032,10090377,1346,"-","ENSG00000267387.1","ENSG00000267387","lncRNA"
"chr19",10093349,10102678,9330,"-","ENSG00000130812.11","ANGPTL6","protein_coding"
"chr19",10106362,10112012,5651,"+","ENSG00000130810.20","PPAN","protein_coding"
"chr19",10112104,10115372,3269,"+","ENSG00000244165.2","P2RY11","protein_coding"
"chr19",10251901,10260055,8155,"+","ENSG00000105364.14","MRPL4","protein_coding"
"chr19",10338682,10339641,960,"-","ENSG00000076662.10","ICAM3","protein_coding"
"chr19",10350529,10380572,30044,"-","ENSG00000105397.14","TYK2","protein_coding"
"chr19",10416773,10469630,52858,"+","ENSG00000065989.16","PDE4A","protein_coding"
"chr19",10391133,10420121,28989,"-","ENSG00000105401.9","CDC37","protein_coding"
"chr19",10486125,10503558,17434,"-","ENSG00000079999.14","KEAP1","protein_coding"
"chr19",10553419,10566031,12613,"-","ENSG00000129347.21","KRI1","protein_coding"
"chr19",10602457,10644557,42101,"+","ENSG00000129353.15","SLC44A2","protein_coding"
"chr19",10651862,10653844,1983,"-","ENSG00000267100.1","ILF3-DT","lncRNA"
"chr19",10832067,10836318,4252,"-","ENSG00000099203.7","TMED1","protein_coding"
"chr19",10871553,10922184,50632,"+","ENSG00000142453.12","CARM1","protein_coding"
"chr19",10923076,10928681,5606,"-","ENSG00000130733.11","YIPF2","protein_coding"
"chr19",10960932,11079426,118495,"+","ENSG00000127616.20","SMARCA4","protein_coding"
"chr19",11089462,11133820,44359,"+","ENSG00000130164.14","LDLR","protein_coding"
"chr19",11137312,11155807,18496,"-","ENSG00000161888.12","SPC24","protein_coding"
"chr19",11164270,11197548,33279,"-","ENSG00000197256.11","KANK2","protein_coding"
"chr19",11221083,11221573,491,"+","ENSG00000273733.1","ENSG00000273733","lncRNA"
"chr19",11295715,11321327,25613,"-","ENSG00000267174.6","ENSG00000267174","lncRNA"
"chr19",11368118,11374935,6818,"-","ENSG00000267277.2","ENSG00000267277","lncRNA"
"chr19",11375513,11376951,1439,"+","ENSG00000173928.4","SWSAP1","protein_coding"
"chr19",11551147,11559236,8090,"-","ENSG00000130165.10","ELOF1","protein_coding"
"chr19",11559374,11619161,59788,"+","ENSG00000198551.10","ZNF627","protein_coding"
"chr19",11767000,11784078,17079,"+","ENSG00000197044.11","ZNF441","protein_coding"
"chr19",11798599,11809622,11024,"+","ENSG00000177599.13","ZNF491","protein_coding"
"chr19",11814273,11835216,20944,"+","ENSG00000171295.13","ZNF440","protein_coding"
"chr19",11848726,11883750,35025,"+","ENSG00000171291.9","ZNF439","protein_coding"
"chr19",11887782,11914329,26548,"+","ENSG00000198429.10","ZNF69","protein_coding"
"chr19",11965037,11980617,15581,"+","ENSG00000197054.12","ZNF763","protein_coding"
"chr19",11987617,12046275,58659,"+","ENSG00000219665.8","ZNF433-AS1","lncRNA"
"chr19",12092843,12140355,47513,"-","ENSG00000132010.16","ZNF20","protein_coding"
"chr19",12224686,12294883,70198,"-","ENSG00000197857.15","ZNF44","protein_coding"
"chr19",12317477,12333720,16244,"-","ENSG00000188868.14","ZNF563","protein_coding"
"chr19",12390016,12401271,11256,"-","ENSG00000196466.10","ZNF799","protein_coding"
"chr19",12429706,12441021,11316,"-","ENSG00000180855.16","ZNF443","protein_coding"
"chr19",12461184,12513854,52671,"-","ENSG00000242852.7","ZNF709","protein_coding"
"chr19",12529768,12532973,3206,"-","ENSG00000269560.1","ENSG00000269560","lncRNA"
"chr19",12552597,12553644,1048,"+","ENSG00000230310.1","ENSG00000230310","lncRNA"
"chr19",12576100,12640098,63999,"-","ENSG00000188033.10","ZNF490","protein_coding"
"chr19",12646512,12666742,20231,"-","ENSG00000104774.13","MAN2B1","protein_coding"
"chr19",12666807,12675716,8910,"+","ENSG00000123154.12","WDR83","protein_coding"
"chr19",12668073,12669415,1343,"-","ENSG00000105583.11","WDR83OS","protein_coding"
"chr19",12670098,12671023,926,"-","ENSG00000285583.1","ENSG00000285583","lncRNA"
"chr19",12796820,12801753,4934,"-","ENSG00000167815.12","PRDX2","protein_coding"
"chr19",12806791,12813640,6850,"+","ENSG00000104889.7","RNASEH2A","protein_coding"
"chr19",12763003,12872740,109738,"-","ENSG00000095066.12","HOOK2","protein_coding"
"chr19",12891160,12914207,23048,"+","ENSG00000105607.13","GCDH","protein_coding"
"chr19",12898786,12919293,20508,"-","ENSG00000161860.8","SYCE2","protein_coding"
"chr19",12922479,12934037,11559,"-","ENSG00000179115.11","FARSA","protein_coding"
"chr19",12938609,12944489,5881,"+","ENSG00000179218.15","CALR","protein_coding"
"chr19",12945855,12953118,7264,"+","ENSG00000179262.10","RAD23A","protein_coding"
"chr19",13144058,13150383,6326,"-","ENSG00000104915.15","STX10","protein_coding"
"chr19",13764522,13774282,9761,"+","ENSG00000037757.14","MRI1","protein_coding"
"chr19",13774456,13778773,4318,"+","ENSG00000104979.9","C19orf53","protein_coding"
"chr19",13795443,13823500,28058,"+","ENSG00000132003.10","ZSWIM4","protein_coding"
"chr19",13882348,13906200,23853,"-","ENSG00000132016.12","BRME1","protein_coding"
"chr19",14031762,14053218,21457,"+","ENSG00000104998.4","IL27RA","protein_coding"
"chr19",14137146,14171267,34122,"+","ENSG00000267169.2","ADGRL1-AS1","lncRNA"
"chr19",14147743,14206187,58445,"-","ENSG00000072071.17","ADGRL1","protein_coding"
"chr19",14305458,14370196,64739,"-","ENSG00000266913.1","LINC01841","lncRNA"
"chr19",14433053,14471866,38814,"+","ENSG00000123143.13","PKN1","protein_coding"
"chr19",14566078,14572066,5989,"-","ENSG00000099795.7","NDUFB7","protein_coding"
"chr19",14583084,14612035,28952,"+","ENSG00000187912.12","CLEC17A","protein_coding"
"chr19",14690048,14732391,42344,"+","ENSG00000160961.12","ZNF333","protein_coding"
"chr19",14733747,14778560,44814,"-","ENSG00000127507.18","ADGRE2","protein_coding"
"chr19",15159038,15200995,41958,"-","ENSG00000074181.9","NOTCH3","protein_coding"
"chr19",15235519,15332545,97027,"-","ENSG00000141867.19","BRD4","protein_coding"
"chr19",15346068,15348417,2350,"-","ENSG00000273218.1","ENSG00000273218","lncRNA"
"chr19",16067021,16103002,35982,"+","ENSG00000167460.17","TPM4","protein_coding"
"chr19",16197854,16245906,48053,"+","ENSG00000072958.9","AP1M1","protein_coding"
"chr19",16324826,16328685,3860,"+","ENSG00000127528.6","KLF2","protein_coding"
"chr19",16496394,16521352,24959,"+","ENSG00000105072.9","C19orf44","protein_coding"
"chr19",16575341,16629062,53722,"-","ENSG00000105085.11","MED26","protein_coding"
"chr19",16633797,16635269,1473,"-","ENSG00000269044.2","ENSG00000269044","lncRNA"
"chr19",16636183,16636531,349,"+","ENSG00000268087.1","ENSG00000268087","lncRNA"
"chr19",16631154,16660442,29289,"-","ENSG00000214046.9","SMIM7","protein_coding"
"chr19",16661139,16690023,28885,"+","ENSG00000072954.7","TMEM38A","protein_coding"
"chr19",16888999,16892606,3608,"+","ENSG00000127533.4","F2RL3","protein_coding"
"chr19",16892951,17026815,133865,"-","ENSG00000160111.15","CPAMD8","protein_coding"
"chr19",17049729,17075625,25897,"-","ENSG00000131351.15","HAUS8","protein_coding"
"chr19",17075777,17214537,138761,"+","ENSG00000099331.14","MYO9B","protein_coding"
"chr19",17215346,17219829,4484,"+","ENSG00000053501.14","USE1","protein_coding"
"chr19",17226213,17229219,3007,"+","ENSG00000099330.9","OCEL1","protein_coding"
"chr19",17231883,17245919,14037,"-","ENSG00000160113.6","NR2F6","protein_coding"
"chr19",17281645,17287646,6002,"+","ENSG00000160117.16","ANKLE1","protein_coding"
"chr19",17292832,17306843,14012,"+","ENSG00000130312.7","MRPL34","protein_coding"
"chr19",17292131,17310236,18106,"-","ENSG00000127220.6","ABHD8","protein_coding"
"chr19",17334920,17342731,7812,"+","ENSG00000130299.17","GTPBP3","protein_coding"
"chr19",17390509,17394158,3650,"-","ENSG00000269720.2","CCDC194","protein_coding"
"chr19",17402939,17405630,2692,"-","ENSG00000130303.14","BST2","protein_coding"
"chr19",17405686,17419304,13619,"+","ENSG00000282851.2","BISPR","lncRNA"
"chr19",17419847,17433724,13878,"+","ENSG00000141971.13","MVB12A","protein_coding"
"chr19",17488990,17511635,22646,"-","ENSG00000269439.7","PGLS-DT","lncRNA"
"chr19",17511890,17521288,9399,"+","ENSG00000130313.7","PGLS","protein_coding"
"chr19",17555649,17583157,27509,"+","ENSG00000130309.12","COLGALT1","protein_coding"
"chr19",17601336,17688365,87030,"-","ENSG00000130477.16","UNC13A","protein_coding"
"chr19",17747718,17788568,40851,"+","ENSG00000130475.15","FCHO1","protein_coding"
"chr19",17816512,17821574,5063,"-","ENSG00000248099.4","INSL3","protein_coding"
"chr19",17859910,17864153,4244,"+","ENSG00000105640.13","RPL18A","protein_coding"
"chr19",17871945,17895174,23230,"+","ENSG00000105641.4","SLC5A5","protein_coding"
"chr19",17933015,17943991,10977,"+","ENSG00000007080.11","CCDC124","protein_coding"
"chr19",17951293,18000085,48793,"+","ENSG00000105642.16","KCNN1","protein_coding"
"chr19",18097778,18151692,53915,"+","ENSG00000099308.11","MAST3","protein_coding"
"chr19",18058995,18098944,39950,"-","ENSG00000096996.16","IL12RB1","protein_coding"
"chr19",18173162,18178117,4956,"+","ENSG00000216490.4","IFI30","protein_coding"
"chr19",18193218,18196783,3566,"+","ENSG00000254858.10","MPV17L2","protein_coding"
"chr19",18279694,18281622,1929,"-","ENSG00000130522.6","JUND","protein_coding"
"chr19",18340598,18369950,29353,"+","ENSG00000130517.14","PGPEP1","protein_coding"
"chr19",18374731,18389176,14446,"+","ENSG00000130513.7","GDF15","protein_coding"
"chr19",18391137,18397622,6486,"-","ENSG00000175489.10","LRRC25","protein_coding"
"chr19",18418864,18434387,15524,"+","ENSG00000130511.16","SSBP4","protein_coding"
"chr19",18442663,18522116,79454,"-","ENSG00000105656.13","ELL","protein_coding"
"chr19",18557762,18569387,11626,"+","ENSG00000105700.11","KXD1","protein_coding"
"chr19",18557950,18561519,3570,"-","ENSG00000268030.1","ENSG00000268030","lncRNA"
"chr19",18571730,18577550,5821,"+","ENSG00000221983.8","UBA52","protein_coding"
"chr19",18637025,18671721,34697,"+","ENSG00000167487.12","KLHL26","protein_coding"
"chr19",18683678,18782333,98656,"+","ENSG00000105662.16","CRTC1","protein_coding"
"chr19",18919705,18929189,9485,"+","ENSG00000105671.12","DDX49","protein_coding"
"chr19",18929201,18941261,12061,"-","ENSG00000051128.19","HOMER3","protein_coding"
"chr19",19033575,19060311,26737,"+","ENSG00000105676.14","ARMC6","protein_coding"
"chr19",18990888,19034023,43136,"-","ENSG00000064607.17","SUGP2","protein_coding"
"chr19",19063994,19113030,49037,"+","ENSG00000181035.14","SLC25A42","protein_coding"
"chr19",19176903,19192228,15326,"-","ENSG00000254901.8","BORCS8","protein_coding"
"chr19",19201409,19203414,2006,"-","ENSG00000184162.15","NR2C2AP","protein_coding"
"chr19",19320829,19358754,37926,"+","ENSG00000129933.21","MAU2","protein_coding"
"chr19",19512418,19515548,3131,"-","ENSG00000178093.14","TSSK6","protein_coding"
"chr19",19529364,19537581,8218,"+","ENSG00000250067.12","YJEFN3","protein_coding"
"chr19",19623655,19628930,5276,"-","ENSG00000064547.14","LPAR2","protein_coding"
"chr19",19629476,19643657,14182,"-","ENSG00000089639.11","GMIP","protein_coding"
"chr19",19668796,19683509,14714,"+","ENSG00000181896.12","ZNF101","protein_coding"
"chr19",19757366,19776423,19058,"-","ENSG00000266904.7","LINC00663","lncRNA"
"chr19",19788755,19790531,1777,"-","ENSG00000267481.1","ENSG00000267481","lncRNA"
"chr19",19785839,19821751,35913,"-","ENSG00000081665.14","ZNF506","protein_coding"
"chr19",19865882,19894674,28793,"+","ENSG00000256771.5","ZNF253","protein_coding"
"chr19",19895471,19895847,377,"-","ENSG00000267565.1","ENSG00000267565","lncRNA"
"chr19",19900913,19963464,62552,"+","ENSG00000184635.16","ZNF93","protein_coding"
"chr19",19997058,20039505,42448,"-","ENSG00000197124.12","ZNF682","protein_coding"
"chr19",20077994,20126166,48173,"+","ENSG00000213988.11","ZNF90","protein_coding"
"chr19",20167214,20200488,33275,"+","ENSG00000256229.8","ZNF486","protein_coding"
"chr19",20122569,20321305,198737,"-","ENSG00000267383.8","ENSG00000267383","lncRNA"
"chr19",20535825,20565809,29985,"-","ENSG00000237440.9","ZNF737","protein_coding"
"chr19",20636211,20637038,828,"-","ENSG00000288815.1","ENSG00000288815","lncRNA"
"chr19",20619939,20661596,41658,"-","ENSG00000188171.17","ZNF626","protein_coding"
"chr19",20776304,20809995,33692,"+","ENSG00000160229.13","ZNF66","protein_coding"
"chr19",20923222,20950697,27476,"+","ENSG00000105750.15","ZNF85","protein_coding"
"chr19",20999931,21000494,564,"+","ENSG00000289297.1","ENSG00000289297","lncRNA"
"chr19",21082159,21125270,43112,"+","ENSG00000160352.16","ZNF714","protein_coding"
"chr19",21142024,21196053,54030,"+","ENSG00000196705.8","ZNF431","protein_coding"
"chr19",21291160,21329425,38266,"-","ENSG00000182141.10","ZNF708","protein_coding"
"chr19",21358930,21388582,29653,"+","ENSG00000172687.14","ZNF738","protein_coding"
"chr19",21397119,21427577,30459,"+","ENSG00000196268.12","ZNF493","protein_coding"
"chr19",21444241,21463908,19668,"-","ENSG00000268119.7","ENSG00000268119","lncRNA"
"chr19",21483374,21503238,19865,"+","ENSG00000268658.5","LINC00664","lncRNA"
"chr19",21505602,21556270,50669,"+","ENSG00000197013.11","ZNF429","protein_coding"
"chr19",21554640,21569256,14617,"-","ENSG00000268081.2","ENSG00000268081","lncRNA"
"chr19",21722771,21767579,44809,"-","ENSG00000197020.12","ZNF100","protein_coding"
"chr19",21804946,21852125,47180,"-","ENSG00000198521.12","ZNF43","protein_coding"
"chr19",22052430,22091480,39051,"+","ENSG00000197134.13","ZNF257","protein_coding"
"chr19",22634324,22667671,33348,"+","ENSG00000229676.3","ZNF492","protein_coding"
"chr19",23117025,23147221,30197,"+","ENSG00000183850.14","ZNF730","protein_coding"
"chr19",23259906,23274251,14346,"-","ENSG00000284428.1","ENSG00000284428","lncRNA"
"chr19",23323968,23329101,5134,"+","ENSG00000267934.1","ENSG00000267934","lncRNA"
"chr19",23525631,23687220,161590,"-","ENSG00000197372.10","ZNF675","protein_coding"
"chr19",23739195,23758891,19697,"-","ENSG00000196172.9","ZNF681","protein_coding"
"chr19",23914876,23945159,30284,"+","ENSG00000213967.12","ZNF726","protein_coding"
"chr19",24033401,24077377,43977,"+","ENSG00000268362.6","ENSG00000268362","lncRNA"
"chr19",24087160,24129968,42809,"+","ENSG00000213096.11","ZNF254","protein_coding"
"chr19",27757184,27760849,3666,"-","ENSG00000261770.1","ENSG00000261770","lncRNA"
"chr19",27681072,27793894,112823,"-","ENSG00000261824.8","LINC00662","lncRNA"
"chr19",27794006,27984984,190979,"+","ENSG00000267575.8","ENSG00000267575","lncRNA"
"chr19",27802838,27803472,635,"+","ENSG00000281468.1","ENSG00000281468","lncRNA"
"chr19",29205320,29213151,7832,"-","ENSG00000169021.6","UQCRFS1","protein_coding"
"chr19",29698937,29715304,16368,"-","ENSG00000131943.20","C19orf12","protein_coding"
"chr19",32345594,32387667,42074,"+","ENSG00000168813.17","ZNF507","protein_coding"
"chr19",32390050,32405542,15493,"-","ENSG00000267213.4","DPY19L3-DT","lncRNA"
"chr19",32405561,32485895,80335,"+","ENSG00000178904.19","DPY19L3","protein_coding"
"chr19",32581190,32587453,6264,"+","ENSG00000105185.12","PDCD5","protein_coding"
"chr19",32597006,32675847,78842,"-","ENSG00000105186.16","ANKRD27","protein_coding"
"chr19",32687086,32691764,4679,"-","ENSG00000267475.2","NUDT19-DT","lncRNA"
"chr19",32691821,32713792,21972,"+","ENSG00000213965.4","NUDT19","protein_coding"
"chr19",32719753,32829580,109828,"+","ENSG00000173809.18","TDRD12","protein_coding"
"chr19",32875925,32971991,96067,"-","ENSG00000121289.18","CEP89","protein_coding"
"chr19",32972209,32978229,6021,"+","ENSG00000131944.10","FAAP24","protein_coding"
"chr19",33080899,33130542,49644,"+","ENSG00000076650.7","GPATCH1","protein_coding"
"chr19",33132090,33175799,43710,"+","ENSG00000166359.11","WDR88","protein_coding"
"chr19",33175824,33176926,1103,"-","ENSG00000289378.1","ENSG00000289378","lncRNA"
"chr19",33300475,33302534,2060,"-","ENSG00000245848.3","CEBPA","protein_coding"
"chr19",33373685,33382686,9002,"+","ENSG00000153879.9","CEBPG","protein_coding"
"chr19",33386950,33521791,134842,"-","ENSG00000124299.15","PEPD","protein_coding"
"chr19",34254552,34355566,101015,"+","ENSG00000166398.14","GARRE1","protein_coding"
"chr19",34359480,34402413,42934,"+","ENSG00000105220.17","GPI","protein_coding"
"chr19",34404399,34426111,21713,"+","ENSG00000126249.8","PDCD2L","protein_coding"
"chr19",34481758,34512304,30547,"+","ENSG00000142279.13","WTIP","protein_coding"
"chr19",34590644,34675716,85073,"-","ENSG00000205209.8","SCGB2B2","protein_coding"
"chr19",34677639,34686397,8759,"+","ENSG00000089335.22","ZNF302","protein_coding"
"chr19",34734155,34745378,11224,"+","ENSG00000197841.15","ZNF181","protein_coding"
"chr19",34758073,34773229,15157,"-","ENSG00000153896.19","ZNF599","protein_coding"
"chr19",34788527,34832869,44343,"-","ENSG00000267767.3","LINC01801","lncRNA"
"chr19",34837889,34872479,34591,"+","ENSG00000269086.3","ENSG00000269086","lncRNA"
"chr19",34849133,34860747,11615,"-","ENSG00000271109.2","ENSG00000271109","lncRNA"
"chr19",34956354,34964229,7876,"-","ENSG00000180884.10","ZNF792","protein_coding"
"chr19",35014961,35025335,10375,"-","ENSG00000271032.1","ENSG00000271032","lncRNA"
"chr19",35154730,35169881,15152,"+","ENSG00000089327.15","FXYD5","protein_coding"
"chr19",35248330,35267861,19532,"+","ENSG00000105699.17","LSR","protein_coding"
"chr19",35262846,35264804,1959,"+","ENSG00000268947.1","ENSG00000268947","lncRNA"
"chr19",35268962,35279821,10860,"+","ENSG00000105698.16","USF2","protein_coding"
"chr19",35280716,35285143,4428,"+","ENSG00000105697.9","HAMP","protein_coding"
"chr19",35292125,35313807,21683,"+","ENSG00000105695.15","MAG","protein_coding"
"chr19",35319261,35347361,28101,"+","ENSG00000012124.17","CD22","protein_coding"
"chr19",35330843,35331905,1063,"+","ENSG00000269553.1","ENSG00000269553","lncRNA"
"chr19",35351552,35353862,2311,"+","ENSG00000126266.3","FFAR1","protein_coding"
"chr19",35399511,35419385,19875,"+","ENSG00000205786.8","LINC01531","lncRNA"
"chr19",35443907,35451767,7861,"+","ENSG00000126262.5","FFAR2","protein_coding"
"chr19",35487324,35495558,8235,"-","ENSG00000188508.11","KRTDAP","protein_coding"
"chr19",35540738,35546029,5292,"-","ENSG00000236144.9","TMEM147-AS1","lncRNA"
"chr19",35612735,35625355,12621,"+","ENSG00000249115.9","HAUS5","protein_coding"
"chr19",35629030,35637686,8657,"+","ENSG00000126254.12","RBM42","protein_coding"
"chr19",35641745,35644871,3127,"+","ENSG00000105672.15","ETV2","protein_coding"
"chr19",35648323,35658782,10460,"+","ENSG00000126267.11","COX6B1","protein_coding"
"chr19",35666516,35678483,11968,"+","ENSG00000105668.7","UPK1A","protein_coding"
"chr19",35738881,35742453,3573,"-","ENSG00000126246.10","IGFLR1","protein_coding"
"chr19",35742464,35745445,2982,"-","ENSG00000161265.15","U2AF1L4","protein_coding"
"chr19",35748567,35754519,5953,"+","ENSG00000267796.8","LIN37","protein_coding"
"chr19",35758143,35769864,11722,"+","ENSG00000167595.15","PROSER3","protein_coding"
